"FIPS","State","County","DIRSALES_FARMS07","DIRSALES_FARMS12","PCH_DIRSALES_FARMS_07_12","PCT_LOCLFARM07","PCT_LOCLFARM12","PCT_LOCLSALE07","PCT_LOCLSALE12","DIRSALES07","DIRSALES12","PCH_DIRSALES_07_12","PC_DIRSALES07","PC_DIRSALES12","PCH_PC_DIRSALES_07_12","FMRKT09","FMRKT16","PCH_FMRKT_09_16","FMRKTPTH09","FMRKTPTH16","PCH_FMRKTPTH_09_16","FMRKT_SNAP16","PCT_FMRKT_SNAP16","FMRKT_WIC16","PCT_FMRKT_WIC16","FMRKT_WICCASH16","PCT_FMRKT_WICCASH16","FMRKT_SFMNP16","PCT_FMRKT_SFMNP16","FMRKT_CREDIT16","PCT_FMRKT_CREDIT16","FMRKT_FRVEG16","PCT_FMRKT_FRVEG16","FMRKT_ANMLPROD16","PCT_FMRKT_ANMLPROD16","FMRKT_BAKED16","PCT_FMRKT_BAKED16","FMRKT_OTHERFOOD16","PCT_FMRKT_OTHERFOOD16","VEG_FARMS07","VEG_FARMS12","PCH_VEG_FARMS_07_12","VEG_ACRES07","VEG_ACRES12","PCH_VEG_ACRES_07_12","VEG_ACRESPTH07","VEG_ACRESPTH12","PCH_VEG_ACRESPTH_07_12","FRESHVEG_FARMS07","FRESHVEG_FARMS12","PCH_FRESHVEG_FARMS_07_12","FRESHVEG_ACRES07","FRESHVEG_ACRES12","PCH_FRESHVEG_ACRES_07_12","FRESHVEG_ACRESPTH07","FRESHVEG_ACRESPTH12","PCH_FRESHVEG_ACRESPTH_07_12","ORCHARD_FARMS07","ORCHARD_FARMS12","PCH_ORCHARD_FARMS_07_12","ORCHARD_ACRES07","ORCHARD_ACRES12","PCH_ORCHARD_ACRES_07_12","ORCHARD_ACRESPTH07","ORCHARD_ACRESPTH12","PCH_ORCHARD_ACRESPTH_07_12","BERRY_FARMS07","BERRY_FARMS12","PCH_BERRY_FARMS_07_12","BERRY_ACRES07","BERRY_ACRES12","PCH_BERRY_ACRES_07_12","BERRY_ACRESPTH07","BERRY_ACRESPTH12","PCH_BERRY_ACRESPTH_07_12","SLHOUSE07","SLHOUSE12","PCH_SLHOUSE_07_12","GHVEG_FARMS07","GHVEG_FARMS12","PCH_GHVEG_FARMS_07_12","GHVEG_SQFT07","GHVEG_SQFT12","PCH_GHVEG_SQFT_07_12","GHVEG_SQFTPTH07","GHVEG_SQFTPTH12","PCH_GHVEG_SQFTPTH_07_12","FOODHUB16","CSA07","CSA12","PCH_CSA_07_12","AGRITRSM_OPS07","AGRITRSM_OPS12","PCH_AGRITRSM_OPS_07_12","AGRITRSM_RCT07","AGRITRSM_RCT12","PCH_AGRITRSM_RCT_07_12","FARM_TO_SCHOOL09","FARM_TO_SCHOOL13"
"01021","AL","Chilton","58","58","0","8.9922480620155","10.681399631676","3.7323712692686","5.1998254255253","569","834","46.572934973638","13.269280100744","19.085978442456","43.835824532681","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","37","45","21.621621621622","411","463","-11.231101511879","9.5846645367412","9.4056800238003","-1.8674050850173","37","45","21.621621621622","407","453","11.302211302211","9.4913831300576","10.366844405794","9.2237481486171","70","59","-15.714285714286","2005","1655","-17.456359102244","46.757305100161","37.874453623819","-18.997783249727","20","20","0","27","28","3.7037037037037","0.62964949511439","0.64077625466279","1.7671354673895","1","1","0","0","1","","0","","","0","","","0","3","1","-66.666666666667","11","4","-63.636363636364","59000","14000","-76.271186440678","0","0"
"01023","AL","Choctaw","8","14","75","3.030303030303","5.6451612903226","","","","26","","","1.9198109724581","","1","1","0","0.071479628305933","0.076964519356577","7.6733625798507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","14","-22.222222222222","52","59","-11.864406779661","3.6578503095104","3.8396219449162","4.9693568633242","18","14","-22.222222222222","52","59","13.461538461538","3.6578503095104","4.3564941298088","19.09984721031","4","7","75","28","64","128.57142857143","1.969611705121","4.7256885475892","139.92995854474","2","0","-100","","0","","","0","","0","0","0","0","0","","0","0","","0","0","","0","2","0","-100","0","2","","0","","","0","0"
"01025","AL","Clarke","19","18","-5.2631578947368","5.9190031152648","6.8441064638783","","1.6191210485736","35","42","20","1.3239521864125","1.6703786191537","26.166083359847","1","2","100","0.038399508486291","0.081994096425057","113.52902591013","1","50","0","0","0","0","2","100","1","50","2","100","1","50","1","50","1","50","14","16","14.285714285714","46","71","-35.211267605634","1.7400514449992","1.8294622971683","5.1384027998727","14","16","14.285714285714","46","","","1.7400514449992","","","14","7","-50","88","50","-43.181818181818","3.3287940686942","1.9885459751829","-40.262271136436","3","0","-100","1","0","-100","0.037827205326071","0","-100","1","0","-100","0","0","","0","0","","0","0","","0","0","0","","8","10","25","23000","17000","-26.086956521739","0","0"
"01027","AL","Clay","20","11","-45","4.6296296296296","2.7431421446384","0.090431738623104","0.067142980115348","31","39","25.806451612903","2.2009229676961","2.8983353151011","31.687267461931","1","2","100","0.073313782991202","0.14823599169878","102.19389267714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","350","","23","","","","","2","8","300","","","","","","","9","6","-33.333333333333","21","20","-4.7619047619048","1.4909478168264","1.4863258026159","-0.31000509597418","7","9","28.571428571429","20","18","-10","1.4199503017394","1.3376932223543","-5.7929548156956","2","1","-50","3","1","-66.666666666667","26000","","","1845.9353922613","","","0","1","2","100","1","10","900","","2000","","0","0"
"01029","AL","Cleburne","19","14","-26.315789473684","5","4.1055718475073","0.037523452157599","0.0106780565937","25","9","-64","1.6893033313062","0.60317673078212","-64.294350244622","1","1","0","0.067755267972085","0.06700616456714","-1.1056017153578","0","0","0","0","0","0","1","100","1","100","1","100","1","100","1","100","1","100","6","10","66.666666666667","17","27","-37.037037037037","1.1487262652882","1.1393338248107","-0.81763956839354","6","8","33.333333333333","17","","","1.1487262652882","","","8","11","37.5","52","72","38.461538461538","3.5137509291168","4.825413846257","37.32942213607","0","10","","0","9","","0","0.60317673078212","","1","0","-100","0","0","","0","0","","0","0","","0","0","3","","3","6","100","","80000","","0","0"
"01031","AL","Coffee","34","37","8.8235294117647","3.5015447991761","4.1156840934372","0.04833006893394","0.03989665604047","95","103","8.4210526315789","2.001769986093","2.0127801770465","0.55002278133926","1","1","0","0.020561324149275","0.019521336821145","-5.0579783703587","0","0","0","0","0","0","1","100","0","0","1","100","1","100","1","100","1","100","18","16","-11.111111111111","126","81","55.555555555556","2.6549791394496","2.4622359447365","-7.2596877259492","18","16","-11.111111111111","126","","","2.6549791394496","","","46","51","10.869565217391","314","519","65.286624203822","6.6163765856125","10.1420671057","53.287331433861","4","10","150","8","25","212.5","0.16857010409204","0.48853887792391","189.81347585641","1","1","0","0","0","","0","0","","0","0","","0","9","5","-44.444444444444","4","13","225","8000","44000","450","0","1"
"01033","AL","Colbert","37","26","-29.72972972973","5.0271739130435","3.7845705967977","0.16026774140329","0.10745627126739","68","72","5.8823529411765","1.2480270161142","1.3217799970627","5.909566058763","3","3","0","0.054905836490419","0.055334218680832","0.7802124833998","1","33.333333333333","1","33.333333333333","1","33.333333333333","1","33.333333333333","1","33.333333333333","1","33.333333333333","1","33.333333333333","1","33.333333333333","1","33.333333333333","30","11","-63.333333333333","61","58","5.1724137931034","1.1195536468084","1.1198413864004","0.025701277720662","30","11","-63.333333333333","","58","","","1.0647672198561","","20","12","-40","38","72","89.473684210526","0.69742686194619","1.3217799970627","89.522381368313","6","0","-100","2","0","-100","0.036706676944536","0","-100","0","0","0","1","1","0","","","","","","","0","7","1","-85.714285714286","10","3","-70","17000","1000","-94.117647058824","0","1"
"01035","AL","Conecuh","8","13","62.5","1.9950124688279","3.757225433526","0.15147689977278","0.115761896058","12","19","58.333333333333","0.89279071497656","1.4619883040936","63.754873294347","0","1","","0","0.080677692617991","","0","0","0","0","0","0","1","100","0","0","1","100","1","100","1","100","1","100","11","12","9.0909090909091","73","90","-18.888888888889","5.4311435161074","5.6171129578332","3.4241305016928","11","12","9.0909090909091","62","","","4.6127520273789","","","23","21","-8.695652173913","138","116","-15.942028985507","10.26709322223","8.9258233302555","-13.063774360896","1","1","0","","","","","","","0","0","0","0","0","","0","0","","0","0","","0","3","2","-33.333333333333","8","8","0","104000","224000","115.38461538462","0","1"
"01037","AL","Coosa","7","18","157.14285714286","3.3816425120773","11.842105263158","","1.3384321223709","12","28","133.33333333333","1.049042748492","2.5011165698973","138.41893702546","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","6","8","33.333333333333","12","","","1.049042748492","1.0719071013845","2.1795444394819","6","7","16.666666666667","12","","","1.049042748492","","","3","2","-33.333333333333","","","","","","","3","8","166.66666666667","8","17","112.5","0.699361832328","1.5185350602948","117.1315319339","0","0","0","0","0","","0","0","","0","0","","0","0","1","","7","3","-57.142857142857","57000","87000","52.631578947368","0","0"
"01039","AL","Covington","40","37","-7.5","3.6496350364963","3.5204567078972","0.14601439117839","0.055907877169559","125","67","-46.4","3.3217294252079","1.7716431328997","-46.665037812682","3","2","-33.333333333333","0.081792900376247","0.053393133643013","-34.721554808052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","20","5.2631578947368","40","55","-27.272727272727","1.0629534160665","1.0576973927759","-0.49447353112274","16","20","25","38","55","44.736842105263","1.0098057452632","1.4543339150669","44.02115673127","77","65","-15.584415584416","1241","1287","3.7066881547139","32.978129733464","34.031413612565","3.1938860317849","7","8","14.285714285714","5","11","120","0.13286917700832","0.29086678301338","118.91215823153","1","1","0","0","0","","0","0","","0","0","","0","5","4","-20","16","10","-37.5","153000","13000","-91.503267973856","0","1"
"01041","AL","Crenshaw","16","14","-12.5","2.5078369905956","2.4347826086957","0.013395608026648","0.0034764228998929","15","5","-66.666666666667","1.0748065348237","0.35839724750914","-66.65472009175","1","1","0","0.072563674624483","0.071875224610077","-0.94875296485304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","0","42","42","0","3.0094582975064","3.0105368790768","0.035839724750905","12","11","-8.3333333333333","","","","","","","36","20","-44.444444444444","320","247","-22.8125","22.92920607624","17.704824026951","-22.784836212458","1","2","100","","","","","","","0","0","0","0","2","","0","","","0","","","0","1","1","0","11","2","-81.818181818182","26000","","","0","0"
"01043","AL","Cullman","75","74","-1.3333333333333","3.0425963488844","3.6870951669158","0.06233492332558","0.064493700475911","253","269","6.3241106719368","3.1793505579572","3.3468534600742","5.2684628216841","1","1","0","0.012228227640686","0.012125474409186","-0.84029537655694","1","100","0","0","0","0","1","100","1","100","1","100","1","100","1","100","1","100","68","66","-2.9411764705882","1329","1094","21.480804387569","16.701015381522","16.535197949586","-0.9928583870406","68","62","-8.8235294117647","","911","","","11.334511160325","","17","21","23.529411764706","128","150","17.1875","1.6085251834724","1.8662751636101","16.023994077687","17","14","-17.647058823529","31","14","-54.838709677419","0.38956469287222","0.17418568193694","-55.287097336083","1","3","200","2","5","150","","11285","","","140.4061014756","","0","5","13","160","9","9","0","27000","104000","285.18518518519","0","1"
"01045","AL","Dale","24","23","-4.1666666666667","4.5454545454545","4.7227926078029","0.023601604909134","0.034731340375607","18","41","127.77777777778","0.36372453928225","0.81472061044432","123.99385316483","2","2","0","0.041539452094627","0.040628935928168","-2.1919310933247","0","0","0","0","0","0","1","50","0","0","1","50","1","50","0","0","1","50","11","11","0","58","","","1.1720012932428","1.1525315952627","-1.6612351959304","11","11","0","58","","","1.1720012932428","","","46","51","10.869565217391","493","453","-8.1135902636917","9.9620109925639","9.0016691836897","-9.640039642508","5","8","60","7","5","-28.571428571429","0.1414484319431","0.099356172005405","-29.75802513995","0","0","0","0","0","","0","0","","0","0","","0","1","0","-100","11","10","-9.0909090909091","29000","","","0","1"
"01047","AL","Dallas","22","20","-9.0909090909091","3.963963963964","3.9525691699605","0.10011604359599","0.19506499793544","44","137","211.36363636364","0.99561026383672","3.2026556326998","221.67764325349","1","1","0","0.023852116875373","0.0249950009998","4.7915416916616","1","100","1","100","1","100","1","100","0","0","1","100","1","100","1","100","1","100","25","26","4","399","416","-4.0865384615385","9.0283748925193","9.327442317133","3.312527760245","25","26","4","399","","","9.0283748925193","","","13","17","30.769230769231","135","304","125.18518518519","3.054713309499","7.1066227178156","132.6445069564","1","2","100","","","","","","","1","1","0","0","0","","0","0","","0","0","","0","7","2","-71.428571428571","22","47","113.63636363636","257000","456000","77.431906614786","0","1"
"01049","AL","DeKalb","78","76","-2.5641025641026","3.2151690024732","3.7346437346437","0.06396315722144","0.036386949214215","265","168","-36.603773584906","3.8156947444204","2.3681317132305","-37.937076421185","2","2","0","0.028826751225137","0.02820874471086","-2.1438645980253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","35","-22.222222222222","1152","799","44.180225281602","16.58747300216","16.238617462152","-2.1031264977023","45","34","-24.444444444444","","","","","","","19","14","-26.315789473684","95","44","-53.684210526316","1.3678905687545","0.62022497251276","-54.658290167357","22","13","-40.909090909091","19","15","-21.052631578947","0.2735781137509","0.21144033153844","-22.712994603449","1","1","0","2","6","200","","13200","","","186.06749175383","","0","22","4","-81.818181818182","7","10","42.857142857143","45000","","","0","0"
"01051","AL","Elmore","29","40","37.931034482759","4.6325878594249","7.2463768115942","0.67504344338992","0.49078828148596","101","130","28.712871287129","1.3095793786629","1.6162721304953","23.419179992397","0","2","","0","0.024450176652526","","0","0","0","0","0","0","1","50","1","50","1","50","0","0","1","50","1","50","19","29","52.631578947368","182","149","22.147651006711","2.3598361080857","2.2627809826935","-4.1127909289835","19","26","36.842105263158","","103","","","1.280584841854","","27","33","22.222222222222","435","202","-53.563218390805","5.640267620974","2.5114382335389","-55.473066132539","9","20","122.22222222222","14","23","64.285714285714","0.18152585446813","0.28595583847225","57.528986330956","0","0","0","1","3","200","","","","","","","0","5","5","0","4","7","75","","","","0","1"
"01053","AL","Escambia","17","23","35.294117647059","3.3864541832669","5.0660792951542","0.12355672958119","0.12238104562365","29","50","72.413793103448","0.76640503184545","1.3146132407846","71.529829027748","3","3","0","0.080141048244911","0.079516539440204","-0.77926208651394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","16","14.285714285714","43","38","13.157894736842","1.1363936679088","1.1305673870747","-0.51269916390598","14","15","7.1428571428571","","","","","","","20","13","-35","349","163","-53.295128939828","9.2232881418642","4.2856391649577","-53.534584423257","9","4","-55.555555555556","46","7","-84.782608695652","1.2156769470652","0.18404585370984","-84.860628133638","0","0","0","0","0","","0","0","","0","0","","0","3","9","200","6","2","-66.666666666667","43000","","","0","0"
"01055","AL","Etowah","49","45","-8.1632653061224","4.8804780876494","5.2754982415006","0.083135571443687","0.16600781072721","55","139","152.72727272727","0.52939081555061","1.3335252074639","151.89806250736","2","3","50","0.019296637560905","0.029250029250029","51.580964080964","0","0","0","0","0","0","2","66.666666666667","1","33.333333333333","2","66.666666666667","1","33.333333333333","1","33.333333333333","1","33.333333333333","28","29","3.5714285714286","513","224","129.01785714286","4.9377725159539","4.9215714491294","-0.32810476327529","28","28","0","513","223","-56.530214424951","4.9377725159539","2.1393965558594","-56.672840862009","23","14","-39.130434782609","66","59","-10.606060606061","0.63526897866074","0.56602868518252","-10.899366379292","13","5","-61.538461538462","6","9","50","0.057751725332794","0.086343358756656","49.507842855087","6","4","-33.333333333333","0","1","","0","","","0","","","0","0","0","","2","10","400","","87000","","0","0"
"01057","AL","Fayette","17","25","47.058823529412","4.2394014962594","6.0386473429952","0.13891032566754","0.140383715489","18","51","183.33333333333","1.0272213662044","3.0070754716981","192.73879716981","1","1","0","0.057567209717345","0.060437567992264","4.9860993593618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","22","29.411764705882","45","92","-51.086956521739","2.568053415511","2.6533018867925","3.3195754716981","17","22","29.411764705882","","92","","","5.4245283018868","","6","5","-16.666666666667","8","305","3712.5","0.45654282942419","17.983490566038","3839.0588148585","3","1","-66.666666666667","1","","","0.057067853678023","","","0","0","0","0","0","","0","0","","0","0","","0","0","0","","1","1","0","","","","0","0"
"01059","AL","Franklin","31","24","-22.58064516129","3.2359081419624","2.9090909090909","0.043461645098201","0.036181086337117","58","48","-17.241379310345","1.8707263578893","1.5166835187058","-18.925421010425","1","2","100","0.032163648644302","0.063235108132035","96.60427469331","1","50","0","0","0","0","1","50","0","0","1","50","1","50","1","50","1","50","32","22","-31.25","92","51","80.392156862745","2.9673590504451","2.906976744186","-2.0348837209302","32","21","-34.375","","46","","","1.453488372093","","7","1","-85.714285714286","9","","","0.29028512450006","","","6","2","-66.666666666667","4","","","0.12901561088892","","","0","1","","0","1","","0","","","0","","","0","4","5","25","7","1","-85.714285714286","","","","0","1"
"01061","AL","Geneva","45","44","-2.2222222222222","4.0613718411552","4.3264503441495","0.35608172266977","0.1075738729956","465","192","-58.709677419355","17.665830863916","7.1095312152855","-59.755466527152","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","38","37","-2.6315789473684","674","528","27.651515151515","25.605956994149","24.957416870325","-2.5327704954455","38","37","-2.6315789473684","","488","","","18.070058505517","","72","56","-22.222222222222","599","433","-27.71285475793","22.756629435453","16.033474042805","-29.543722244621","9","13","44.444444444444","13","28","115.38461538462","0.49388344350733","1.0368066355625","109.92941739443","2","1","-50","1","4","300","","","","","","","0","10","5","-50","11","22","100","77000","24000","-68.831168831169","0","1"
